time,target_deg,qpos_deg,qvel_deg_s,sensor_pos_deg,sensor_vel_deg_s
0.01,0.0,0.0,0.0,0.0,0.0
0.02,1.4134841585157731,0.00818058789998503,0.8180587899985031,0.0,0.0
0.03,2.8255733788191018,0.03266693291513959,2.448634501515456,0.00818058789998503,0.8180587899985031
0.04,4.234874099333144,0.081473695595906,4.880676268076641,0.03266693291513959,2.448634501515456
0.05,5.639995510393692,0.16245059334750714,8.097689775160115,0.081473695595906,4.880676268076641
0.060000000000000005,7.039550926810389,0.2832289444340957,12.077835108658855,0.16245059334750714,8.097689775160115
0.07,8.432159156357608,0.4511695077661213,16.794056333202565,0.2832289444340957,12.077835108658855
0.08,9.816445862844414,0.6733119282387443,22.2142420472623,0.4511695077661213,16.794056333202565
0.09,11.191044922418465,0.9563260880577831,28.301415981903876,0.6733119282387443,22.2142420472623
0.09999999999999999,12.554599771765318,1.30646565341181,35.013956535402684,0.9563260880577831,28.301415981903876
0.10999999999999999,13.905764746872633,1.7295240930887623,42.30584396769525,1.30646565341181,35.013956535402684
0.11999999999999998,15.24320641103811,2.2307934312667217,50.12693381779593,1.7295240930887623,42.30584396769525
0.12999999999999998,16.565604870810503,2.815025980814545,58.42325495478236,2.2307934312667217,50.12693381779593
0.13999999999999999,17.871655078565123,3.486399286110886,67.13733052963406,2.815025980814545,58.42325495478236
0.15,19.160068120428267,4.248484485730136,76.20851996192499,3.486399286110886,67.13733052963406
0.16,20.429572488279604,5.104218285459092,85.57337997289567,4.248484485730136,76.20851996192499
0.17,21.67891533457719,6.055878711113811,95.16604256547188,5.104218285459092,85.57337997289567
0.18000000000000002,22.90686370876671,7.105064788643807,104.91860775299962,6.055878711113811,95.16604256547188
0.19000000000000003,24.11220577405485,8.252680276167817,114.76154875240103,7.105064788643807,104.91860775299962
0.20000000000000004,25.293752003345876,9.498921549014044,124.62412728462265,8.252680276167817,114.76154875240103
0.21000000000000005,26.450336353161298,10.843269714674724,134.43481656606795,9.498921549014044,124.62412728462265
0.22000000000000006,27.580817414383947,12.284487009969965,144.1217295295241,10.843269714674724,134.43481656606795
0.23000000000000007,28.684079538691044,13.82061750779166,153.61304978216938,12.284487009969965,144.1217295295241
0.24000000000000007,29.759033939564343,15.448992135709297,162.8374627917636,13.82061750779166,153.61304978216938
0.25000000000000006,30.804619766790996,17.16623798361104,171.7245847901741,15.448992135709297,162.8374627917636
0.26000000000000006,31.819805153394643,18.968291852570918,180.20538689598786,17.16623798361104,171.7245847901741
0.2700000000000001,32.803588233963524,20.85041797242123,188.21261198503115,18.968291852570918,180.20538689598786
0.2800000000000001,33.754998133370684,22.807229791211316,195.68118187900862,20.85041797242123,188.21261198503115
0.2900000000000001,34.67309592491052,24.832715715990755,202.5485924779438,22.807229791211316,195.68118187900862
0.3000000000000001,35.556975556906075,26.920268661304053,208.75529453133,24.832715715990755,202.5485924779438
0.3100000000000001,36.40576474687264,29.06271923955895,214.24505782548948,26.920268661304053,208.75529453133
0.3200000000000001,37.218625842355294,31.252372406160013,218.96531666010586,29.06271923955895,214.24505782548948
0.3300000000000001,37.994756647590684,33.48104735210695,222.8674945946937,31.252372406160013,218.96531666010586
0.34000000000000014,38.73339121517747,35.74012041775967,225.90730656527236,33.48104735210695,222.8674945946937
0.35000000000000014,39.43380060197387,38.02057078377997,228.04503660202965,35.74012041775967,225.90730656527236
0.36000000000000015,40.09529358847656,40.313028678975364,229.24578951953995,38.02057078377997,228.04503660202965
0.37000000000000016,40.717217360970885,42.60782582998861,229.47971510132473,40.313028678975364,229.24578951953995
0.38000000000000017,41.29895815577916,44.89504786458205,228.72220345934338,42.60782582998861,229.47971510132473
0.3900000000000002,41.839941864971316,47.164588368736666,226.95405041546132,44.89504786458205,228.72220345934338
0.4000000000000002,42.33963460294015,49.406204287987606,224.16159192509463,47.164588368736666,226.95405041546132
0.4100000000000002,42.79754323328192,51.60957235540837,220.33680674207594,49.406204287987606,224.16159192509463
0.4200000000000002,43.21321585546245,53.76434622248129,215.4773867072916,51.60957235540837,220.33680674207594
0.4300000000000002,43.58624225078841,55.860213964788684,209.5867742307393,53.76434622248129,215.4773867072916
0.4400000000000002,43.91625428724364,57.88695563205138,202.67416672627087,55.860213964788684,209.5867742307393
0.45000000000000023,44.202926282791,59.83450051154454,194.7544879493155,57.88695563205138,202.67416672627087
0.46000000000000024,44.4459753267812,61.69298377533676,185.8483263792221,59.83450051154454,194.7544879493155
0.47000000000000025,44.645161559151504,63.45280218512081,175.98184097840502,61.69298377533676,185.8483263792221
0.48000000000000026,44.80028840713861,65.10466853361208,165.18663484912724,63.45280218512081,175.98184097840502
0.49000000000000027,44.911202779272216,66.63966450855621,153.49959749441243,65.10466853361208,165.18663484912724
0.5000000000000002,44.97779521645792,68.04929167426792,140.96271657117148,66.63966450855621,153.49959749441243
0.5100000000000002,45.0,69.325520276269,127.62286020010781,68.04929167426792,140.96271657117148
0.5200000000000002,44.97779521645792,70.46083558694208,113.53153106730733,69.325520276269,127.62286020010781
0.5300000000000002,44.911202779272216,71.44828152409848,98.74459371563893,70.46083558694208,113.53153106730733
0.5400000000000003,44.8002884071386,72.28150128989091,83.32197657924364,71.44828152409848,98.74459371563893
0.5500000000000003,44.6451615591515,72.9547747944967,67.3273504605782,72.28150128989091,83.32197657924364
0.5600000000000003,44.44597532678119,73.46305264735524,50.82778528585532,72.9547747944967,67.3273504605782
0.5700000000000003,44.20292628279098,73.80198651836024,33.89338710049948,73.46305264735524,50.82778528585532
0.5800000000000003,43.916254287243625,73.9679556921671,16.596917380684285,73.80198651836024,33.89338710049948
0.5900000000000003,43.58624225078839,73.95808966056184,-0.986603160524648,73.9679556921671,16.596917380684285
0.6000000000000003,43.21321585546242,73.77028662052159,-18.780304004024853,73.95808966056184,-0.986603160524648
0.6100000000000003,42.7975432332819,73.40322776904794,-36.70588514736435,73.77028662052159,-18.780304004024853
